http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6832&lg=f | Paul David Mena | USA | dans la souche creuse\\du vieil arbre\\des coquelicots en fleurs
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5765&lg=f | Paul David Mena | USA | premier dégel -\\quelqu'un aurait du prévenir\\les jonquilles
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=265&lg=f | Lucia Supova | Luxembourg | ce soir dans la rue\\un parfum du chocolat\\noir
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5419&lg=f | Paul David Mena | USA | ville fantôme --\\un coq chante\\sans aucune raison
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3343&lg=f | Eric Hellal | France | Shell, Exxon, BP\\chacune marque\\son territoire
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6466&lg=f | Mark Holloway | UK | (entre les averses\\le va-et-vient de l'orchestre par\\la fenêtre à demi-ouverte)
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6362&lg=f | Mark Holloway | UK | ombres. un rebord de fenêtre\\juste assez grand pour abriter\\deux colombes
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7689&lg=f | Vincent Hoarau | France | dernier jour de l'an ~\\dans un rayon de soleil\\la poussière des livres
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3968&lg=f | Angelika Kolompar Renville | Canada | feelings of joy\\float in and out\\red seaweed
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5712&lg=f | Philippe Bréham | France | parc en hiver\\le manège illuminé tourne\\sans enfants
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6299&lg=f | Paul David Mena | USA | fin d'un long week-end\\que le requiem\\commence
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1582&lg=f | André Cayrel | France | culte de la tradition\\et des criminels de guerre\\- cerisiers en fleurs
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3112&lg=f | Eric Hellal | France | dans la citrouille \\à la place de la bougie \\une lampe à diode
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2805&lg=f | Philippe Quinta | France | première flambée -\\dehors, le dernier voyage\\d'un canadair
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1780&lg=f | Jean-Claude César | France | Intifada-\\d'un côté les cravates\\de l'autre les Nike
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6005&lg=f | Mohamad Alsari | Syria | La voix du bombardement se lève-\\du haut de la cascade\\la lune tombe
