,url,id_auteur,auteur,sexe,pays,haiku
2909,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6886&lg=f,lonq-f,Françoise Lonquety,F,France,Matin tremblant -\\les larmes sur la nappe\\cachées par le bol
2910,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6024&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,Un jour clair\\de la papeterie\\des nuages montent
2911,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2264&lg=f,bala-i,Israel Balan,H,Mexico,pluie soudaine --\\des bonbons tombés\\sur le trottoir
2912,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3817&lg=f,gabr-d,Damien Gabriels,H,France,tsunami au Japon -\\un souffle de vent ride\\la surface du canal
2913,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2955&lg=f,gabr-d,Damien Gabriels,H,France,tartine beurrée \\dans mon café noir - \\le ciel étoilé
2914,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1167&lg=f,sene-n,Nicole Senecal,F,Canada,Grosse ronde lune\\Au-dessus du champ de blé\\Cigales et criquets.
2915,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=280&lg=f,howa-d,Dorothy Howard (zeni b),F,Canada,"flocon de neige\\sans une parole, la femme\\bâillonnée"
2916,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7943&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,jour de feu-\\deux enfants\\dans une bassine
2917,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3818&lg=f,serj-d,David Serjeant,H,UK,il apporte seulement\\le silence\\le poids du nuage de tempête
2918,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5782&lg=f,ligi-l,Lilas Ligier,F,France,Matin d'hiver~\\juste le silence blanc\\sous mes pas
2919,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4832&lg=f,holl-m,Mark Holloway,H,UK,solstice d'hiver\\à l'intérieur de l'arbre creux\\noirci par le feu
2920,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4932&lg=f,nick-e,Eléonore Nickolay,F,France,lune cendrée\\il lui demande\\le divorce
2921,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1109&lg=f,mena-pd,Paul David Mena,H,USA,la neige se confond à la pluie --\\ma mère continue à m'appeler\\du prénom de mon frère.
2922,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2246&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,(Les lumières du ferry --\\laisse l'ile aux cèdres\\dans le noir complet)
2923,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7153&lg=f,gagn-c,Chase Gagnon,H,USA,(mort de l'hiver\\fleurissant dans l'obscurité\\mon haleine)
2924,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2041&lg=f,cayr-a,André Cayrel,H,France,plage déserte\\sous un bout de bois roulé\\deux fourmis
2925,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7139&lg=f,alsa-m,Mohamad Alsari,H,Syria,Maison abandonnée\\de la fenêtre cassée\\la lune sort
2926,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7920&lg=f,hawk-j,John Hawk,H,USA,une touche morte\\dans le grand piano\\obscurité de l'hiver
2927,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=61&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,   Gris aujourd'hui\\   la course des vagues\\   souvenirs
2928,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2576&lg=f,supo-l,Lucia Supova,F,Luxembourg,nuit grise\\-- sur la vitre l'ombre\\d'une étoile en paille
2929,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1570&lg=f,beau-m,Micheline Beaudry,F,Canada,voeu d'obéissance\\les hautes herbes courbées\\dans l'harmattan
2930,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6295&lg=f,rais-c,Carol Raisfeld,F,USA,amis d'enfance\\à nouveau à la maison --\\côte à côte
2931,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=560&lg=f,bilq-b,Bill Bilquin,H,Belgique,soleil couchant\\sur la vitre du quatrième\\la trace d'un oiseau
2932,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7632&lg=f,mare-g,Gérard Maréchal,H,France,pot de confiture -\\sur ses lèvres les couleurs\\de l'été
2933,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2310&lg=f,macr-c,Carole MacRury,F,USA,lune gibbeuse --\\le bébé remue\\dans son ventre
2934,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4641&lg=f,gabr-d,Damien Gabriels,H,France,face Nord des iris -\\un escargot escalade\\la plus haute feuille
2935,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7145&lg=f,rais-c,Carol Raisfeld,F,USA,pluie d'hiver --\\un parapluie à fleurs\\à l'enterrement
2936,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5908&lg=f,cesa-jc,Jean-Claude César,H,France,réchauffement climatique\\les bras velus\\de la bibliothécaire
2937,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6740&lg=f,mare-g,Gérard Maréchal,H,France,Brume vespérale ~\\les arbres et moi perdons pieds\\le temps d'un regard
2938,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5582&lg=f,serj-d,David Serjeant,H,UK,une guêpe\\luttant dans la toile\\dernières pommes
2939,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5888&lg=f,bilq-b,Bill Bilquin,H,Belgique,année bissextile\\elle regarde ses jumeaux\\la femme qui louche ---
2940,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=636&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,   Lever de soleil\\   saumon frais sur glace\\   si rose
2941,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4744&lg=f,naga-l,Louis Nagara,H,France,sommeil lourd\\après son alcool de prunes\\ramassées dans son jardin
2942,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2773&lg=f,neko, nekojita,?,France,chateau fort\\la marée montante prend\\la tour crénelée
2943,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5673&lg=f,gabr-d,Damien Gabriels,H,France,aube d'automne -\\aux fenêtres de la rue\\des écrans allumés
2944,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2334&lg=f,vanm-r,Robert Van Muylder,H,Belgique,marée haute  -\\la lisière du sel\\au pied du pantalon
2945,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=872&lg=f,cayr-a,André Cayrel,H,France,blanche aurore...\\le cerisier en fleurs\\avant le soleil
2946,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=968&lg=f,bilq-b,Bill Bilquin,H,Belgique,soir de printemps\\on cause tranquillement\\près des violettes
2947,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=730&lg=f,supo-l,Lucia Supova,F,Luxembourg,symphonie de Beethoven\\et l'emballage des génoises\\qui se défroisse
2948,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3237&lg=f,gard-c,Claire Gardien,F,France,grand magasin\\du matin au soir -\\dans son caddy sa maison
2949,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6736&lg=f,mena-pd,Paul David Mena,H,USA,flaque de bord de route\\un chien des rues lappe\\la lune d'hiver
2950,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7182&lg=f,hawk-j,John Hawk,H,USA,l'épouvantail\\couvert de corbeaux\\la ferme de la veuve
2951,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1051&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,nuit d'hiver\\rhum chaud beurré\\brouillard sur les verres
2952,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2702&lg=f,bala-i,Israel Balan,H,Mexico,jardin japonais -\\la pluie battante\\sur le bouddha de pierre
2953,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5465&lg=f,mena-pd,Paul David Mena,H,USA,étang calme --\\une libellule atterrit\\sur la lune
2954,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7198&lg=f,robe-b,Bruno Robert,H,France,Arrêt au feu\\dans le rétro ses lèvres\\passent au rouge
2955,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6014&lg=f,alex-m,Marlène Alexa,F,Egypte,flambant neuf\\les pétales blancs\\du cerisier
2956,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5861&lg=f,alsa-m,Mohamad Alsari,H,Syria,Journaux de guerre\\Encore une fois\\Mon nom parmi les victimes
2957,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7418&lg=f,mare-g,Gérard Maréchal,H,France,nouvel attentat ~\\en chemin les enfants traquent\\les fraises des bois
2958,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7532&lg=f,darn-b,Brian Austin Darnell,H,USA,soir d'automne -\\le silence\\des poires mûres
2959,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7793&lg=f,lahl-m,Meryem Lahlou,F,Maroc,"Un puits commun.\\Ma voisine et moi, on partage.\\L'écho."
2960,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5743&lg=f,hoar-v,Vincent Hoarau,H,France,epiphanie -\\cloué sur sa croix\\un sapin nu
2961,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3211&lg=f,cesa-jc,Jean-Claude César,H,France,froid soudain -\\elle lit et relit un livre\\de confitures
2962,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6790&lg=f,wart-j,Julie Warther,F,USA,juste au-delà\\de la portée de la bougie\\les lucioles
2963,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6533&lg=f,hoar-v,Vincent Hoarau,H,France,confitures de sureau -\\dans la pénombre de la cuisine\\l'été s'épaissit
2964,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=712&lg=f,quer-p,Pascal Quero,H,France,"au soleil levant,\\la brise et quelques points blancs,\\près des cerisiers"
2965,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7546&lg=f,darn-b,Brian Austin Darnell,H,USA,un autre anniversaire\\sous la même\\lune d'Octobre
2966,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7936&lg=f,gabr-d,Damien Gabriels,H,France,parking de l'hôpital -\\une bouffée de roses\\avant d'entrer
2967,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7387&lg=f,mout-a,Abelhak  Moutachaoui Abdou,H,Maroc,Ta belle robe-\\Je contemple aussi\\le mûrier
2968,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7753&lg=f,dufl-m,Michel Duflo,H,France,heures pluvieuses –\\le cliquetis du clavier\\notant des haïkus
2969,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5726&lg=f,ligi-l,Lilas Ligier,F,France,Dans le vieux meuble\\peint en vert\\le parfum des confitures
2970,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4098&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,2 h du matin\\pluie et vent sur l'île\\une autre nuit d'insomnie
2971,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=472&lg=f,bilq-b,Bill Bilquin,H,Belgique,pleine lune\\l'ombre de ses seins\\se pose sur moi
2972,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1620&lg=f,supo-l,Lucia Supova,F,Luxembourg,pas encore fleuri\\le champ de tournesols\\la lune presque pleine
2973,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1941&lg=f,quin-p,Philippe Quinta,H,France,Taches de rouille\\Sur la cuve à mazout\\les deux amériques
2974,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7422&lg=f,lour-k,Karyn Louryan ,F,Belgique,fin d'été...\\déjà le soleil se lève\\après moi
2975,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=482&lg=f,chev-h,Henri Chevignard,H,France,arrivée en gare -\\malgré le brouillard épais\\les bruits de la ville
2976,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5863&lg=f,alsa-m,Mohamad Alsari,H,Syria,Après le bombardement\\d'une ouverture dans le toit\\Je médite à la lune
2977,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=451&lg=f,sene-n,Nicole Senecal,F,Canada,brise\\d'une nuit de juillet\\feu d'une luciole
2978,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3891&lg=f,serj-d,David Serjeant,H,UK,se faufilant\\dans le trafic de l'heure de pointe\\un papillon blanc
2979,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4769&lg=f,gabr-d,Damien Gabriels,H,France,trafic à l'arrêt -\\le ciel du matin chargé\\de vols d'étourneaux
2980,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2817&lg=f,quin-p,Philippe Quinta,H,France,mer vide -\\toutes les mouettes\\à la décharge
2981,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=746&lg=f,vanm-r,Robert Van Muylder,H,Belgique,Carnaval\\Croisé dans l'escalier\\Spiderman
2982,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3605&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,Boules de neige\\ses gateaux de saisons\\mangés un par un
2983,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6017&lg=f,dute-d,Danièle Duteil,F,France,fin de tempête\\la seconde fleur de lune\\s'épanouit
2984,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1677&lg=f,bala-i,Israel Balan,H,Mexico,tour d'appartements\\une nouvelle lettre\\pour le voisin décédé
2985,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5620&lg=f,mair-ma,Marie-Alice Maire,F,France,Sur les fenêtres\\rallumer les bougies\\de janvier
2986,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5752&lg=f,mena-pd,Paul David Mena,H,USA,croissant de lune -\\elle penche sa tête\\contre mon épaule
2987,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=647&lg=f,lux-a,Angèle Lux,F,Canada,équinoxe\\toutes les couleurs de l'automne\\dans le ciel
2988,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=8014&lg=f,jerb-r,Rachida Jerbi,F,Tunisie,nuit d'automne\\sur le plaqueminier\\un millier de lunes
2989,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3743&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,pluie douce\\ma mère et moi cherchons\\des maisons de retraite
2990,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2084&lg=f,bala-i,Israel Balan,H,Mexico,nettoyage d'automne --\\un tiroir de bureau \\plein de bics sèchés
2991,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=318&lg=f,supo-l,Lucia Supova,F,Luxembourg,secousses du tramway\\pointe de l' hameçon\\au soleil
2992,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=303&lg=f,cayr-a,André Cayrel,H,France,sur la neige\\un petit sac d'ordures bleu\\couleur du ciel
2993,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=44&lg=f,cesa-jc,Jean-Claude César,H,France,fin de l'hiver-\\les graines de ciboulette\\au creux de ma main
2994,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1807&lg=f,py-d,Daniel Py,H,France,"dès que le soleil\\éclaire la vitre du bus,\\ce moustique s'excite"
2995,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=116&lg=f,vand-g,Guy Vanden Broeck,H,Belgique,Premier ciel dégagé -\\entre Orion et sa chienne\\un avion gronde.
2996,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2592&lg=f,asun-i,Isabel Asunsolo,F,France,sieste -\\ma main sur mon sein\\la fuite des nuages
2997,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6119&lg=f,dufl-m,Michel Duflo,H,France,route de nuit –\\les courbes parfaites\\de ses genoux
2998,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7167&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,rafales de Mars\\la première fleur de jasmin\\a passé la nuit
2999,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1580&lg=f,cayr-a,André Cayrel,H,France,seul dans le noir\\est-ce ainsi qu'elle vient\\- nuit d'hiver
3000,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3495&lg=f,hoar-v,Vincent Hoarau,H,France,rouges et brillants\\parmi les pétales desséchés\\ses ongles de pied
3001,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2843&lg=f,hell-e,Eric Hellal,H,France,atelier maintenance -\\à la place du calendrier Pirelli\\un carré clair
3002,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7582&lg=f,lecl-h,Hélène Leclerc,F,Canada,route glacée\\pour toute chaleur\\la voix de Cohen
3003,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=558&lg=f,bilq-b,Bill Bilquin,H,Belgique,début mars\\sur la carcasse du chien\\les premières mouches
3004,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=462&lg=f,yaki-r,Rositsa Yakimova,F,Bulgaria,Chataignier en fleur.\\Chandelier qui brille\\sur la table.
3005,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7045&lg=f,lour-k,Karyn Louryan ,F,Belgique,dans la pénombre\\le goutte à goutte du café\\— première neige
3006,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2721&lg=f,asun-i,Isabel Asunsolo,F,France,Entrée du bois -\\débris de faïence WC\\sous l'églantier en fleur
3007,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6816&lg=f,holl-m,Mark Holloway,H,UK,pas de vraie raison\\pour une petite tristesse\\dernières roses blanches
3008,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6739&lg=f,frei-s,Stéphane Frei,H,Suisse,Pleine lune d'hiver -\\un instant mon ombre et moi\\entre les nuages
3009,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5519&lg=f,holl-m,Mark Holloway,H,UK,carillon éolien\\mon téléphone accroche\\un hotspot wifi
3010,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5104&lg=f,naga-l,Louis Nagara,H,France,au coeur de la nuit\\le ronron des ventilations\\entre deux sirènes hurlantes
3011,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7310&lg=f,lahl-m,Meryem Lahlou,F,Maroc,Un puits commun.\\‏Moi et ma voisine\\‏On partage l'écho.
3012,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7752&lg=f,bake-c,Catherine Baker,F,England,bleu profond de la nuit \\la résine et le sel des pins\\si loin de la mer
3013,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=509&lg=f,rais-c,Carol Raisfeld,F,USA,étoiles au crépuscule\\une nuée de bourgeons de saule\\à la porte
3014,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7847&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,balade à la médina~\\de ruelle en impasse\\ma fille hâte le pas
3015,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7324&lg=f,dufl-m,Michel Duflo,H,France,Chardons en fleur -\\Dans l'amas de tôle\\Un bras
3016,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6933&lg=f,pell-l,Luce Pelletier,F,Canada,tracer un coeur\\sur la laisse de basse mer --\\snapchat
3017,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1275&lg=f,bilq-b,Bill Bilquin,H,Belgique,dans la cour vide\\seuls des sachets en plastique\\font la ronde
3018,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1420&lg=f,mena-pd,Paul David Mena,H,USA,onzième anniversaire de mon fils --\\des milles de pluie froide et grise\\entre nous
3019,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2653&lg=f,bala-i,Israel Balan,H,Mexico,vie sauvage -\\une bestiole passe\\devant la TV
3020,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6549&lg=f,quin-p,Philippe Quinta,H,France,sur le brûleur\\les moules s'ouvrent\\sans un cri
3021,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7991&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,crépuscule d'été~\\l'odeur des braises\\qu'on éteint
3022,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6322&lg=f,supo-l,Lucia Supova,F,Luxembourg,bruit feutré\\des roues de la poussette\\dans les pétales du cerisier
3023,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3340&lg=f,sorl-w,William Sorlien,H,USA,sans-abri\\poussant un caddie sur\\l'Avenue du Commerce
3024,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=554&lg=f,beau-m,Micheline Beaudry,F,Canada,ses cheveux coiffés\\à l'abri du vent sud-ouest\\tombe ouverte
3025,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4939&lg=f,gabr-d,Damien Gabriels,H,France,par le trou du bagel\\il me montre\\la pleine lune
3026,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6041&lg=f,py-d,Daniel Py,H,France,Fin de l'année\\balayant les mouches\\du balcon
3027,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7840&lg=f,wart-j,Julie Warther,F,USA,(Fête des Mères\\trois bouquets\\de roses emoji)
3028,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5086&lg=f,holl-m,Mark Holloway,H,UK,quelque part au delà de notre plant de piments la maison de la libellule rouge
3029,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4941&lg=f,gabr-d,Damien Gabriels,H,France,de gauche à droite\\de droite à gauche\\la natte de la joggeuse
3030,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4211&lg=f,gabr-d,Damien Gabriels,H,France,dernière tonte -\\du sac d'herbe s'échappe\\la brume du soir
3031,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1062&lg=f,lux-a,Angèle Lux,F,Canada,Chambre anonyme\\ombre éclaboussant de gris\\la femme sans nom
3032,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1065&lg=f,lux-a,Angèle Lux,F,Canada,Travail au jardin\\odeur chaude de sueur\\et d'origan
3033,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5375&lg=f,mcdo-j,John McDonald,H,Scotland(UK),bouteille de vin vide -\\dans les perce-neiges\\le contour écrasé des amoureux
3034,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=504&lg=f,sprite, sprite,?,England,lune des pluies\\même plus long le jour\\si sombre encore
3035,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7614&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,nuit froide~\\la douce berceuse\\de la machine à coudre
3036,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4566&lg=f,etge-d,Danièle Étienne-Georgelin,F,France,Chambre funéraire / Dernière visite à mon père / Blanc pur de la neige
3037,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6556&lg=f,mena-pd,Paul David Mena,H,USA,sol teinté de sang\\là où la plantation de canne à sucre\\se trouvait
3038,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5139&lg=f,mena-pd,Paul David Mena,H,USA,enlightment --\\a police car\\on fire
3039,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7275&lg=f,lahl-m,Meryem Lahlou,F,Maroc,branche fragile\\presque cassée\\pleine lune
3040,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5626&lg=f,hoar-v,Vincent Hoarau,H,France,l'hiver\\son goût\\de pain d'épice
3041,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3592&lg=f,mena-pd,Paul David Mena,H,USA,cieux clairs --\\une corneille solitaire\\sur un fil à haute tension
3042,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1705&lg=f,bala-i,Israel Balan,H,Mexico,ville de 20 millions de personnes\\une autre lampe de rue\\dans la nuit
3043,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4344&lg=f,gabr-d,Damien Gabriels,H,France,ablutions matinales -\\le canal en gouttes rondes\\sur le dos d'un canard
3044,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4517&lg=f,gabr-d,Damien Gabriels,H,France,de l'insecte\\écrasé entre les pages\\le dessin des ailes
3045,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2627&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,Dans le cimetière\\autour de sa tombe\\premiers flocons
3046,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6170&lg=f,alex-m,Marlène Alexa,F,Egypte,aube fraîche\\trois notes cristallines\\l’oiseau gris du matin
3047,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6449&lg=f,mena-pd,Paul David Mena,H,USA,pluie d'été --\\le sourire las\\du nain de jardin
3048,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2720&lg=f,cres-jp,Jean-Paul Cresta,H,France,"Pluie et vent,\\au fond du bassin les pierres\\frissonnent"
3049,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6798&lg=f,lour-k,Karyn Louryan ,F,Belgique,crise budgétaire\\battements d'ailes du papillon\\jusqu'au soleil levant
3050,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2389&lg=f,hamd-a,Amel Hamdi,F,Tunisie,Village perdu~\\une girouette rouillée\\indique la plage
3051,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3202&lg=f,mena-pd,Paul David Mena,H,USA,pluie de décembre --\\la queue d'un daim\\et plus rien
3052,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5359&lg=f,cesa-jc,Jean-Claude César,H,France,veille de fête des mères-\\son plus beau chandail\\bouffé par les mites
3053,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1569&lg=f,beau-m,Micheline Beaudry,F,Canada,les hautes herbes\\courbées sous l'aile de la buse\\midi
3054,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5588&lg=f,lach-h,Henri Lachèze,H,France,"Fleur de la mémoire,\\Tâche sur un vieux cahier,\\D'encre-violette"
3055,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5842&lg=f,mena-pd,Paul David Mena,H,USA,coupes budgétaires --\\un croissant de lune\\sur l'horizon
3056,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2531&lg=f,supo-l,Lucia Supova,F,Luxembourg,dernières feuilles rousses\\un papillon prend l'envol\\tout près de la terre
3057,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5774&lg=f,mena-pd,Paul David Mena,H,USA,(neige fondante -\\non terminé\\le haïku)
3058,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7171&lg=f,rhut-s,Sharon Rhutaseljones,F,Africa,cimetière des indigents\\seuls les nuages\\vont et viennent
3059,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=756&lg=f,vanm-r,Robert Van Muylder,H,Belgique,courte échelle --\\son fils raconte les flaques\\après la pluie
3060,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4940&lg=f,gabr-d,Damien Gabriels,H,France,grange en ruine -\\une odeur de paille\\au soleil couchant
3061,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7298&lg=f,rani-c,Christiane Ranieri,F,France,fête des Pères —\\le bruit de nos cuillères\\et son silence
3062,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6894&lg=f,mena-pd,Paul David Mena,H,USA,Un trou dans le brouillard\\de ma fille\\la nouvelle adresse
3063,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1492&lg=f,sori-h,Hélène Soris,F,France,Notes dans le vent\\   et les feuilles se balancent\\   au rythme du jazz
